l_all,lat,lon
"Adelaide Hills,Australia",-34.9062557,138.8397403
"Pocatello,Idaho",42.8621042,-112.4506191
"Heroldbach,Germany",49.69082419999999,11.0048276
"Gerona,Spain",41.9794005,2.8214264
"Polk,Pennsylvania",41.3670014,-79.92922329999999
"Valence,France",44.933393,4.89236
Off Gibraltar,36.140751,-5.353585
"Edgerton,Ohio",41.4486619,-84.7480123
"Edgerton,Ohio",41.4486619,-84.7480123
"Bristolville,Ohio",41.3873741,-80.86912730000002
"Spur,Texas",33.4764767,-100.8556857
"Rio de Janeiro,Brazil",-22.9068467,-43.1728965
"Spokan,Washington",47.6587802,-117.4260466
"Letzlingen,Germany",52.4465493,11.4862361
"Huron,Ohio",41.3950489,-82.55517329999999
"Chattanooga,Tennessee",35.0457984,-85.3093995
"Reims,France",49.258329,4.031696
"Stafford Springs,Connecticut",41.984407,-72.3162523
"Cove,Oregon",45.2965256,-117.8079872
"Corfu,Greece",39.6242621,19.9216777
Off Morocco,31.791702,-7.092619999999999
"Morgantown,West Virginia",39.629526,-79.95589679999999
"Newark,New Jersey",40.735657,-74.1723667
"Beaumont,California",33.9294606,-116.977248
"San Diego,California",32.715738,-117.1610838
"Tampico,Mexico",22.2331041,-97.861099
"Tököl, Pest Hungary",47.3187057,18.9675223
Algiers,36.753768,3.0587561
"Santiago de Cuba,Cuba",20.01693,-75.8301537
"Barcelona,Spain",41.3873974,2.168568
"Off Dungeness,England",50.919325,0.9652799999999999
"St. Paul,Minnesota",44.9537029,-93.0899578
"Lindau,Bavaria,Germany",47.5534983,9.6928605
"Columbus,Ohio",39.9611755,-82.99879419999999
"Clovis,New Mexico",34.4047987,-103.2052272
"Sochi,Russia",43.60280789999999,39.7341543
"Elm,Germany",48.4010822,9.987607599999999
"Needles,California",34.8480597,-114.6141315
"Mt. Taylor,near Grants,New Mexico",35.1537803,-107.8216198
"Jask,Iran",25.6577006,57.7856677
North Atlantic Ocean,35.746512,-39.462891
"Saint Catharines,Ontario",43.1593745,-79.2468626
"Mt Lamentation,Connecticut",41.58065420000001,-72.7567636
"Off Larache,Morocco",35.1744271,-6.1473964
"Jacumba,California",32.61768,-116.1874241
"Off Spezia,Italy",44.1024504,9.824082599999999
"Mount Vernon,Ohio",40.3932283,-82.48543599999999
"Off Bremerton,Washington",47.5650067,-122.6269768
"Cerro del Carbon,Mexico",20.403852,-97.2878798
"Godstone,Surrey,England",51.247571,-0.067578
"Off Corsica,France",42.0396042,9.012892599999999
"Terranova Pausania,East Sardinia",40.92357639999999,9.4964429
"Vancouver,Washington",45.6280277,-122.673865
"Chagrin Falls,Ohio",41.4298516,-81.3910999
"Berlin,Germany",52.52000659999999,13.404954
"Amarillo,Texas",35.2219971,-101.8312969
"Brawnson,Nebraska",41.1874828,-103.1129824
"Antananarivo,Madagascar",-18.8791902,47.5079055
"Oceanside,California",33.1958696,-117.3794834
"Off Ceuta,Spain",35.8893874,-5.3213455
"Kansas City,Missouri",39.0997265,-94.5785667
"Hartford,Connecticut",41.7658043,-72.6733723
"Marden,England",51.173613,0.490709
"Jersey City,New Jersey",40.7177545,-74.0431435
"Buenos Aires,Argentina",-34.6036844,-58.3815591
"Boston,Massachusetts",42.3600825,-71.0588801
"Bornholm,Denmark",55.160428,14.8668836
"Arkansas Pass,Texas",27.909532,-97.15055609999999
"Meopham,Kent,England",51.370723,0.3604859
"Iglau,Czechoslovakia",49.3983782,15.5870415
"Croydon,England",51.3769529,-0.0956895
"Edmonton,Alberta,Canada",53.5460983,-113.4937266
"Beauvais,France",49.42953869999999,2.0807123
"Dresden,Germany",51.0504088,13.7372621
"La Rache,Morocco",35.1744271,-6.1473964
"Perth,Australia",-31.9523123,115.861309
"Prince Rupert,BC,Canada",54.3150367,-130.3208187
"Neufchatel,France",49.732771,1.441891
"Brookston,Indiana",40.6028144,-86.86723390000002
"Off of Santos,Brazil",-23.9592201,-46.3317787
"Techachapi Mountains,California",34.95,-118.58
"Shanghai,China",31.230416,121.473701
"Melle,Belgium",51.0036374,3.8005343
"Bluff Mountain,Washington",46.4553899,-121.8989793
"Wairoa,New Zealand",-39.0351747,177.4181452
"Bagot,Manitoba,Canada",49.968341,-98.62895700000001
Off Spain,40.46366700000001,-3.74922
"New South Wales,Australia",-31.2532183,146.921099
"Bazaar,Kansas",38.2719604,-96.53528539999999
"Letschen,Germany",51.165691,10.451526
"Burbank,California",34.1808392,-118.3089661
"Wampit,Australia",-6.7422822,146.6724298
"Bellefonte,Pennsylvania",40.91339430000001,-77.7783348
"Sandoway,Burma",18.4671203,94.34110009999999
"Walbridge,Ohio",41.5878281,-83.4932651
"Saarbrucken,Germany",49.2381697,6.997547
"Chicago,Illinois",41.8781136,-87.6297982
"Temora,Australia",-34.4468114,147.533896
"Centralia,Illinois",38.5285169,-89.1316944
"Kurudjevo,Bulgaria",42.733883,25.48583
"Cincinnati,Ohio",39.1031182,-84.5120196
"Chicago,Illinois",41.8781136,-87.6297982
"Craiova,Oltenia,Romania",44.3389053,23.7738052
"Oakland,California",37.8043514,-122.2711639
"Novia Scotia,Canada",44.6922613,-62.6571885
Brazil,-14.235004,-51.92528
"Camden,New Jersey",39.9259463,-75.1196199
"Sir Lowry's pass,South Africa",-34.11937959999999,18.9084618
"Salt Lake City,Utah",40.7607793,-111.8910474
"Tsinan,China",36.6518399,117.12009
"Pasco,Washington",46.2305049,-119.0922316
"Kewanee,Illinois",41.2455927,-89.9248303
"Bangkok,Thailand",13.7563309,100.5017651
Off Algiers,36.753768,3.0587561
"Springfield,Ohio",39.9242266,-83.8088171
"Colvin Park,Ilinois",42.1380804,-88.7834283
"Lebec,California",34.8416435,-118.8648189
"Off Miami,Florida",25.7616798,-80.1917902
"Rio Vista,California",38.1557502,-121.6913439
"Marcellus,Michigan",42.0258779,-85.81555759999999
"Off Setiba,Brazil",-20.6331975,-40.4404925
"Saint Louis,Illinois",38.624514,-90.1506465
"Calimesa,California",34.0039039,-117.0619755
"Steubenville,Ohio",40.3697905,-80.63396379999999
"Rutbah Wells,Iraq",33.0363903,40.2833315
"Bedford,Ohio",41.3931096,-81.5365094
"Fort Wayne,Indiana",41.079273,-85.1393513
"Burbank,California",34.1808392,-118.3089661
"Portland,Oregon",45.515232,-122.6783853
"Mount El Plomo,near Vitacura,Chile",-33.3895766,-70.54888249999999
"Beyrouth,Lebanon",33.8937913,35.5017767
"Tubergen,Germany",51.165691,10.451526
"Salt Flats,Texas",31.7453066,-105.0809496
"Selsdon Park,England",51.3495019,-0.0428513
"Byron Bay,Australia",-28.6419122,153.6105168
"Port Etienne,Mauritania",20.9425179,-17.0362272
"Villa Monte,Bolivia",-21.2600046,-63.45807019999999
"Ramsgate,England",51.335545,1.419895
"Echterpfuhl,Germany",48.4088279,10.0389058
"Marianna,Arkansas",34.7746203,-90.7722536
"Amarillo,Texas",35.2219971,-101.8312969
"Rocky Ridge,Colorado",,
"Wau,Australia",-7.337136999999999,146.7159362
Algiers,36.753768,3.0587561
"Newark,New Jersey",40.735657,-74.1723667
"Marietta,Georgia",33.95260200000001,-84.5499327
"Bourne,Texas",29.79466409999999,-98.7319703
"Eugene,Oregon",44.0520691,-123.0867536
"Mendoza,Argentina",-32.8894587,-68.8458386
"Hayward,California",37.6687665,-122.0809964
"Dixmude,Belgium",51.0316593,2.8639376
"Hemkenrode,Germany",52.2280802,10.706471
"Off Barnegat,New Jersey",39.76492229999999,-74.2693297
"Castrovillari,Calabria,Italy",39.8152678,16.1997438
"Traunstein,Germany",47.8677574,12.6384037
"Viladrau,Spain",41.84777649999999,2.3904096
"Bowling Green,Virginia",38.0495789,-77.3466468
"Glenview,Illinois",42.0778065,-87.8223368
Aegean Sea,39.019184,25.268555
"Quay,New Mexico",34.9339503,-103.7605204
"Ljubljana,Yugoslavia",46.0569465,14.5057515
"Chesterton,Indiana",41.6105937,-87.06419919999999
"Etobon,France",47.642833,6.675242
"Portland,Oregon",45.515232,-122.6783853
"Moriarty,New Mexico",34.9900503,-106.0491893
"Tsinan,China",36.6518399,117.12009
"Kharkov,Ukraine,USSR",49.9935,36.230383
"Wedron,Illinois",41.4361548,-88.7734493
"Hamburg,Germany",53.5510846,9.9936818
"Eshowe,South Africa",-28.8946769,31.4627576
"Ruysselede,Belgium",51.0409443,3.39667
"Corbigny,France",47.257618,3.684328
"Carombe,France",44.110898,5.107716
"Salt Lake City,Utah",40.7607793,-111.8910474
"Rio de Oro,Morocco",35.26353210695854,-2.977494480361042
"Petersburg,Illinois",40.0117151,-89.8481652
"Pereira,Colombia",4.8087174,-75.690601
"Lima,Peru",-12.0463731,-77.042754
"Ningpo Bay,China",29.868336,121.54399
English Channel,50.134664,-0.357056
"Croydon,England",51.3769529,-0.0956895
"Mongaup Mountain,New York",41.9909235,-74.68404559999999
"Junin,Argentina",-34.5885499,-60.94955400000001
"Chausseehausen,Germany",50.1004716,8.1848423
"Burbank,California",34.1808392,-118.3089661
"San Bernardino,California",34.1083449,-117.2897652
"Tuttlingen,Germany",47.98233159999999,8.8192095
"Bahia,Brazil",-11.4098737,-41.2808577
"Ningbo,China",29.868336,121.54399
"Amazonia,Missouri",39.8861052,-94.891913
English Channel,50.134664,-0.357056
"Winton,Australia",-22.3905542,143.0412041
"Bass Strait,Australia",-39.3152848,145.8468053
"Kiapit,Australia",-25.274398,133.775136
"Amazonia,Montana",46.320207,-112.1072224
"Longreach,Australia",-23.4403125,144.2506199
"Salchau,Germany",53.8998329,13.6460948
"Columbia,Missouri",38.9517053,-92.3340724
"Palma Soriano,Cuba",20.2218201,-75.9869609
"Rutbah Wells,Syria",33.0363903,40.2833315
"Sunbright,Tennessee",36.2431964,-84.6715407
"Karachi,Pakistan",24.8607343,67.0011364
"Pittsburgh,Pennsylvania",40.44062479999999,-79.9958864
"Stettin,Germany",53.4285438,14.5528116
"Off Point Sur,Californiia",36.3063643,-121.9016398
"Schievelbein,Germany",51.165691,10.451526
"El Arish,Egypt",31.132093,33.8032762
"Off Samland,Germany",51.165691,10.451526
"Beauvais,France",49.42953869999999,2.0807123
"Brilon,Germany",51.3982179,8.5749432
"Walsenberg,Colorado",37.6227357,-104.780403
"Atlanta,Missouri",39.898646,-92.4810208
"Moscow,Russia",55.755826,37.6173
"Flint,Michigan",43.0125274,-83.6874562
"Glendo,Wyoming",42.5027467,-105.0260832
"Maywood,Illinois",41.8791979,-87.8431155
"San Barbra,Honduras",15.1202795,-88.4016041
"Medellin,Colombia",6.2476376,-75.56581530000001
"Amsterdam,Netherlands",52.3675734,4.9041389
"Off Chandeleur Island,Mississippi",32.3546679,-89.3985283
"Pian Giacomo,Switzerland",46.413705,9.2236586
"Cardiff,United Kingdom",51.483707,-3.1680962
"El Retiro,Colombia",6.060955,-75.50258199999999
"Cairo,Egypt",30.0444196,31.2357116
"Hangow,China",23.10904,107.50564
"Gilmer,Texas",32.7287472,-94.94243790000002
"Walakpa,near Point Barrow,Alaska",71.3875,-156.4811111
"Glendo,Wyoming",42.5027467,-105.0260832
"Burbank,California",34.1808392,-118.3089661
"Tambo,Panama",8.537981,-80.782127
"Off Finders Island,Victoria,Australia",-38.4344541,144.9726306
"Cheyenne,Wyoming",41.1399814,-104.8202462
Gulf of Finland,59.9124514,26.2623373
"Troy,New York",42.7284117,-73.69178509999999
"Cheyenne,Wyoming",41.1399814,-104.8202462
"Off Nhambupe,Brazil",-11.7868374,-38.3525212
"Fort Worth,Texas",32.7554883,-97.3307658
"Brindisi,Italy",40.6327278,17.9417616
"Istres,France",43.513006,4.987968
"Tours,France",47.394144,0.68484
"Croydon,England",51.3769529,-0.0956895
"Wroctaw,Poland",51.1407764,16.9831788
"Off Alexandria,Egypt",31.2000924,29.9187387
"Tres Esquinas,Colombia",0.7488307,-75.2325525
"Goodwin,Arkansas",34.9381496,-91.0209529
"Cordillera,Boliva",-19.1232021,-61.872804
"Off Ajaccio,Corsica,France",41.919229,8.738635
"Denton,Texas",33.2148412,-97.13306829999999
Atlantic Ocean,-14.5994134,-28.6731465
South Atlantic Ocean,-33.72434,-15.996094
"Tengya,China",35.86166,104.195397
"Ovalle,Chile",-30.604304,-71.19698819999999
"Amemeca,Mexico",19.1252361,-98.76711309999999
"Pavillon,New York",42.8761123,-78.0228829
"Uniontown,Pennsylvania",39.900076,-79.71643259999999
"Port of Spain,Trinidad",10.6603196,-61.5085625
"Turin,Italy",45.0703393,7.686864
"Orvin,Switzerland",47.1605487,7.2134713
"Senlis,France",49.205164,2.583212
"Basel,Switzerland",47.5595986,7.5885761
"Mount Waverley,Australia",-37.8749614,145.1291077
"Malmo,Sweden",55.604981,13.003822
"Hannover,Germany",52.3758916,9.732010400000002
"Mt. Lihesten,Norway",61.1749982,5.2144952
"Zagreb,Croatia",45.8150108,15.981919
"Kulyab,Tajikistan",37.9273983,69.8001762
"Off Channel Islands,Jersey",49.2137711,-2.1357662
"Mazamet,France",43.490103,2.376579
"Ciudad Serdan,Mexico",18.9844003,-97.4543626
"St. Louis,Missouri",38.6270025,-90.19940419999999
"Choco,Colombia",5.6914548,-76.65897939999999
"Altenkirchen,Germany",50.6854009,7.6359735
"Mirabella,Greece",39.074208,21.824312
"Pittsburgh,Pennsylvania",40.44062479999999,-79.9958864
"Benghazi,Libya",32.1194242,20.0867909
English Channel,50.134664,-0.357056
"Walsenberg,Colorado",37.6227357,-104.780403
"Napierville,Illinois",41.7508391,-88.1535352
"Francisco Rueda, Tabasco,Mexico",17.832295,-93.933021
"Selby,North Yorkshire,United Kingdom",53.78352400000001,-1.067189
"Tabarz,Germany",50.87848109999999,10.5115698
"Nurnberg,Germany",49.4521018,11.0766654
"London,England",51.5072178,-0.1275862
"Grenoble,France",45.188529,5.724524
"Moscow,Russia",55.755826,37.6173
"Off Dakar,French West Africa",14.716677,-17.4676861
"Croydon,England",51.3769529,-0.0956895
"Salt Lake City,Utah",40.7607793,-111.8910474
"Kellogg,Idaho",47.5382565,-116.1193327
"Milford,Pennsylvania",41.322316,-74.8023882
"Dallas,Texas",32.7766642,-96.79698789999999
"Nanking,China",32.0583799,118.79647
"Newhall,California",34.373361,-118.5400404
"Playa V icente,Veracruz,Mexico",17.8304345,-95.81316350000002
"Newhall,California",34.373361,-118.5400404
"Oran,Algeria",35.6987388,-0.6349319
"Off San Francisco,California",37.7749295,-122.4194155
"McPherson Ranges,Queensland,Australia",-28.3333333,153.0
"Bathurst,Gambia",13.4518974,-16.6645007
"Ouroux,France",46.231418,4.593407
"Clifton,Pennsylvania",41.2509919,-75.5393155
"Wetnum,Germany",51.165691,10.451526
"Lakehurst,New Jersey",40.014561,-74.3112574
"Stuttgart,Germany",48.7758459,9.1829321
Desertores Island Región de Los Lagos,-42.7008333,-73.02083329999999
"Off Lae,New Guinea",-6.7155252,146.999905
"Hal,Belgium",50.7381601,4.2337053
"Wadi Halfa,Sudan",21.7991419,31.3713164
"Off Cristobal,Panama",9.350598999999999,-79.901527
"Bistrita,Romania",47.1392617,24.4890979
"Chilang Point,Bias Bay,China",22.6166667,114.6702778
"Daytona Beach,Florida",29.2108147,-81.0228331
"San Luis,Argentina",-33.3017267,-66.3377522
"Wau,Papua New Guinea",-7.337136999999999,146.7159362
"Phaleron Bay,Greece",37.9306839,23.6671975
"Palembang,Netherlands Indies",-2.9760735,104.7754307
"Haydens Peak,Wyoming",43.0759678,-107.2902839
Off Western Africa,-8.783195,34.508523
"Warsaw,Poland",52.2296756,21.0122287
"Mannheim,Germany",49.4874592,8.466039499999999
"Warsaw,Poland",52.2296756,21.0122287
"Ostende,Belgium",51.2246631,2.9091818
"Croydon,United Kingdom",51.3769529,-0.0956895
"Munich,Germany",48.1351253,11.5819806
"Brindisi Harbor,Italy",40.6327278,17.9417616
"Brindisi,Italy",40.6327278,17.9417616
"Saint Sauveur,France",43.7496539,1.4004928
"Kasperske Hory,Czechoslovakia",49.1429001,13.5561642
"Frankfurt,Germany",50.1109221,8.6821267
"Bozeman,Montana",45.6814733,-111.0319925
"Pago Pago,U.S. Samoa",-14.2756319,-170.7020359
"North Pine,Ontario,Canada",51.253775,-85.3232139
"Off San Clemente Island,California",32.9028812,-118.4980744
"Kandalaksha,Russia",67.1508569,32.4133751
"Guadalupe,Mexico",25.6748291,-100.2155063
"Marseille,France",43.296482,5.36978
Mediterranean Sea,34.5531284,18.0480105
"Pontoise,France",49.050966,2.100645
"Wawona,Cailifornia",37.5368803,-119.6562684
"Datia,India",25.6653168,78.4609182
"Somerton,Australia",-37.6301343,144.9492995
"Corsavy,France",42.466095,2.578342
"Formia,Italy",41.2559961,13.6068672
"Balbuena,Mexico",19.3127032,-99.0406001
"Mangere,New Zealand",-36.9720681,174.7866711
"Saugus,California",34.4135244,-118.5404007
"Sao Paulo,Brazil",-23.5557714,-46.6395571
"Cleveland,Ohio",41.49932,-81.6943605
"Alberno Canal,BC,Canada",49.2655249,-124.813532
"Langeoog,Germany",53.747401,7.492601000000001
"Singida,Tanzania",-4.8253518,34.7630307
"Mount  Mercedario,Chile",-35.675147,-71.542969
"Billings,Montana",45.7832856,-108.5006904
"Off Sardinia,Italy",40.1208752,9.012892599999999
Andes,-21.1607667,-66.7752471
"Stulpica,Romania",47.4582984,25.7647066
"Kisumu,Kenya",-0.0917016,34.7679568
Pacific Ocean between Manila and Guam,14.5995124,120.9842195
"Debrecen,Hungary",47.5288879,21.6254485
"Shishijima,Japan",27.074353,142.2177824
"San Andres Tuxtla,VeraCruz,Mexico",18.4441222,-95.2130284
"Kiel,Germany",54.3232927,10.1227652
"Guanabara,Brazil",-1.3981178,-48.42020240000001
"Bucharest,Romania",44.4267674,26.1025384
"Montnago,Italy",41.87194,12.56738
"Wangmoon,China",35.86166,104.195397
"Tokyo,Japan",35.6761919,139.6503106
"Tucumcari,New Mexico",35.171723,-103.7249662
"Innisfail,Australia",-17.5227345,146.0278075
"Off Bathurst,Gambia",13.4518974,-16.6645007
"Grisons,Switzerland",46.65698709999999,9.578025700000001
"Soest,Germany",51.5714188,8.110529099999999
"Mt. Dandenong,Australia",-37.8309297,145.3604746
"Somerset,England",51.105097,-2.9262307
"Channel Islands,Jersey",49.2137711,-2.1357662
"Schiphol,Amsterdam",52.3105386,4.7682744
"Regina,Saskatchewan,Canada",50.4452112,-104.6188944
"Bathurst,Gambia",13.4518974,-16.6645007
"Bagdad,Iraq",33.315241,44.3660671
"Off Point Reyes,California",38.017769,-122.9912711
"Mexico City,Mexico",19.4326077,-99.133208
"Off Kuba Island,Okinawa",26.1718829,127.2370125
"Amsterdam,Netherlands",52.3675734,4.9041389
"Darwin,Australia",-12.4637333,130.8444446
"Paris,France",48.856614,2.3522219
"Rio de Janeiro,Brazil",-22.9068467,-43.1728965
"Miles City,Montana",46.4083362,-105.8405582
"Katherine,Australia",-14.4519683,132.2698623
Atlantic Ocean between N.Y. and Bermuda,40.7127753,-74.0059728
"Juneau,Alaska",58.30049329999999,-134.4201306
"Roubien,France",44.093048,7.051131
"Haren,Belgium",50.8919931,4.4181819
"Manzanares,Colombia",5.2537221,-75.15416820000002
"Adler,Washington",46.8003829,-122.2901126
"Oklahoma City,Oklahoma",35.4675602,-97.5164276
"Marrakech,Morocco",31.6294723,-7.981084500000001
"Lumbo,Mozambique",-15.0368144,40.6702118
"Marrakech,Morocco",31.6294723,-7.981084500000001
"Guayaquil,Ecuador",-2.1894128,-79.8890662
"Schiphol,Amsterdam",52.3105386,4.7682744
"Vlissingen,The Netherlands",51.4536672,3.5709125
Forest-in-Teesdale. United Kingdom,54.660568,-2.203196
"Konstanz,Switzerland",47.6779808,9.1736741
"Barcelona,Spain",41.3873974,2.168568
"Rio de Janerio,Brazil",-22.9068467,-43.1728965
"Off Copenhagen,Denmark",55.6760968,12.5683371
"Lahore,India",31.5203696,74.35874729999999
"Hannover,Germany",52.3758916,9.732010400000002
North Sea,56.511018,3.515625
"Calarmar,Colombia",10.25466,-74.91548
"Gosport,England",50.794995,-1.117547
South of Gibraltar,36.140751,-5.353585
Off Malta-Luqa,35.8582865,14.4868883
"Mogador,Morocco",31.5084926,-9.7595041
"Denpasar,Indonesia",-8.670458199999999,115.2126293
"Cosenza,Italy",39.2982629,16.2537357
"Bucaramanga,Columbia",7.119349,-73.1227416
